2025-07-30 09:43:10.555 | INFO     | src.main:setup_logging:38 - 日志系统初始化完成。
2025-07-30 10:36:24.130 | INFO     | src.main:generate_groovy_script:171 - 成功为API '提交请假申请' 生成Groovy脚本。
2025-07-30 10:37:08.993 | INFO     | src.main:setup_logging:40 - 日志系统初始化完成。
2025-07-30 10:37:08.993 | INFO     | src.main:startup_event:60 - 正在初始化服务，加载模型和数据...
2025-07-30 10:37:08.994 | INFO     | src.utils.llm_factory:_create_dashscope_llm:107 - 创建阿里云通义千问LLM: qwen-plus-latest
2025-07-30 10:37:08.997 | INFO     | src.utils.llm_factory:_create_dashscope_embeddings:124 - 创建阿里云通义嵌入模型: text-embedding-v3
2025-07-30 10:37:09.243 | INFO     | src.vector_store.vector_stores:load_vector_store:79 - 向量存储加载成功，集合名称: api_docs
2025-07-30 10:37:09.244 | INFO     | src.rerank.reranker:__init__:34 - 重排序管理器初始化成功，模型: gte-rerank-v2
2025-07-30 10:37:09.294 | INFO     | src.retrieval.api_retriever:__init__:28 - ApiRetriever初始化成功。
2025-07-30 10:37:09.295 | INFO     | src.utils.llm_factory:_create_dashscope_llm:107 - 创建阿里云通义千问LLM: qwen-plus-latest
2025-07-30 10:37:09.296 | INFO     | src.main:startup_event:90 - 服务初始化完成。
2025-07-30 10:38:59.398 | INFO     | src.main:setup_logging:40 - 日志系统初始化完成。
2025-07-30 10:38:59.398 | INFO     | src.main:startup_event:60 - 正在初始化服务，加载模型和数据...
2025-07-30 10:38:59.398 | INFO     | src.utils.llm_factory:_create_dashscope_llm:107 - 创建阿里云通义千问LLM: qwen-plus-latest
2025-07-30 10:38:59.402 | INFO     | src.utils.llm_factory:_create_dashscope_embeddings:124 - 创建阿里云通义嵌入模型: text-embedding-v3
2025-07-30 10:38:59.646 | INFO     | src.vector_store.vector_stores:load_vector_store:79 - 向量存储加载成功，集合名称: api_docs
2025-07-30 10:38:59.647 | INFO     | src.rerank.reranker:__init__:34 - 重排序管理器初始化成功，模型: gte-rerank-v2
2025-07-30 10:38:59.698 | INFO     | src.retrieval.api_retriever:__init__:28 - ApiRetriever初始化成功。
2025-07-30 10:38:59.698 | INFO     | src.utils.llm_factory:_create_dashscope_llm:107 - 创建阿里云通义千问LLM: qwen-plus-latest
2025-07-30 10:38:59.700 | INFO     | src.main:startup_event:90 - 服务初始化完成。
2025-07-30 10:39:03.450 | INFO     | src.main:generate_groovy_script:160 - 接收到Groovy脚本生成请求: '我要提交请假申请'，已知数据: {'userId': 's_123', 'userName': '张三', 'type': 'SICK', 'fromDate': '2025-07-29', 'toDate': '2025-07-29', 'reason': '身体不适，需要休息一天'}
2025-07-30 10:39:05.734 | INFO     | src.rerank.reranker:rerank_documents:102 - 重排序完成，返回 1 个文档
2025-07-30 10:39:05.735 | INFO     | src.agent.api_rag_agent:_get_api_doc_from_retrieval:46 - 检索到最相关的API: '提交请假申请'，分数为: 0.7986
2025-07-30 10:39:05.735 | INFO     | src.main:generate_groovy_script:171 - 成功为API '提交请假申请' 生成Groovy脚本。
2025-07-30 10:46:15.893 | INFO     | src.main:generate_groovy_script:160 - 接收到Groovy脚本生成请求: '我要提交请假申请'，已知数据: {'additionalProp1': {}}
2025-07-30 10:46:18.221 | INFO     | src.rerank.reranker:rerank_documents:102 - 重排序完成，返回 1 个文档
2025-07-30 10:46:18.222 | INFO     | src.agent.api_rag_agent:_get_api_doc_from_retrieval:46 - 检索到最相关的API: '提交请假申请'，分数为: 0.7986
2025-07-30 10:46:18.222 | INFO     | src.main:generate_groovy_script:171 - 成功为API '提交请假申请' 生成Groovy脚本。
2025-07-30 10:46:44.155 | INFO     | src.main:generate_groovy_script:160 - 接收到Groovy脚本生成请求: '交加班申请'，已知数据: {'additionalProp1': {}}
2025-07-30 10:46:46.170 | INFO     | src.rerank.reranker:rerank_documents:102 - 重排序完成，返回 1 个文档
2025-07-30 10:46:46.171 | INFO     | src.agent.api_rag_agent:_get_api_doc_from_retrieval:46 - 检索到最相关的API: '提交加班申请'，分数为: 0.6634
2025-07-30 10:46:46.171 | INFO     | src.main:generate_groovy_script:171 - 成功为API '提交加班申请' 生成Groovy脚本。
